1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g2|S|0|0,g2|S|0|0,g2|S|0|0,0,1,0,g1|S|0|0,g1|S|0|0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g2|S|0|0,g2|S|0|0,g2|S|0|0,0,1,0,g1|S|0|0,g1|S|0|0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g2|S|0|0,g2|S|0|0,g2|S|0|0,0,1,0,g1|S|0|0,g1|S|0|0,0
1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g4|N|0|0,g4|N|0|0,g4|N|0|0,1,1,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,g5|N|0|1,g5|N|0|1,0,0,0,1,g4|N|0|0,g4|N|0|0,g4|N|0|0,1,1,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,g5|N|0|1,g5|N|0|1,0,0,0,1,g4|N|0|0,g4|N|0|0,g4|N|0|0,1,1,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,g5|N|0|1,g5|N|0|1,0,0,0,1,g4|N|0|0,g4|N|0|0,g4|N|0|0,1,1,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,0,0,0,0,1,1,1,g15|S|1|1,g15|S|1|1,g15|S|1|1,1,g9|N|1|0,g9|N|1|0,g9|N|1|0,1,1,1,1,1,g5|N|0|1,g5|N|0|1,1,g6|N|1|0,g6|N|1|0,1,g4|N|0|0,g4|N|0|0,g4|N|0|0,1,1,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,g10|S|0|1,g10|S|0|1,g10|S|0|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,g10|S|0|1,g10|S|0|1,g10|S|0|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,g10|S|0|1,g10|S|0|1,g10|S|0|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,g13|S|1|1,g13|S|1|1,g13|S|1|1,0,0,0,0,0,0,0,0,g10|S|0|1,g10|S|0|1,g10|S|0|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,g14|N|1|0,g14|N|1|0,1,0,0,0,1,1,1,1,1,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,g7|S|0|1,g7|S|0|1,g7|S|0|1,1,1,1,1,1,1,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g7|S|0|1,g7|S|0|1,g7|S|0|1,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g7|S|0|1,g7|S|0|1,g7|S|0|1,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g7|S|0|1,g7|S|0|1,g7|S|0|1,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g8|N|1|0,g8|N|1|0,g8|N|1|0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,1
1,1,1,1,1,1,1,1,1,g12|S|1|1,g12|S|1|1,g12|S|1|1,1,1,1,1,1,g11|N|1|0,g11|N|1|0,g11|N|1|0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
