1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,g0|N|1|1,g0|N|1|1,g0|N|1|1,g0|N|1|1,1,1,1,1,1,1,1,1,1,1,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,g0|N|1|1,g0|N|1|1,g0|N|1|1,g0|N|1|1,1,1,1,1,1,1,1,1,1,1,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,g0|N|1|1,g0|N|1|1,g0|N|1|1,g0|N|1|1,1,1,1,1,1,1,1,1,1,1,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,g0|N|1|1,g0|N|1|1,g0|N|1|1,g0|N|1|1,1,1,1,1,1,1,1,1,1,1,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,1,1,1,1,1,1,1,1,1,1,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,o|H,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,g1|N|0|0,g1|N|0|0,0,0,0,0,0,0,0,0,0,0,g3|N|0|0,g3|N|0|0,g3|N|0|0,g3|N|0|0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
