1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,g2|N|0|1,g2|N|0|1,g2|N|0|1,g2|N|0|1,1,1,1,1,1,1,g0|S|1|1,g0|S|1|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,o|R|1.5,0,0,0,0,0,0,0,0,0,0,g2|N|0|1,g2|N|0|1,g2|N|0|1,g2|N|0|1,1,1,1,1,1,1,g0|S|1|1,g0|S|1|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g2|N|0|1,g2|N|0|1,g2|N|0|1,g2|N|0|1,1,1,1,1,1,1,g0|S|1|1,g0|S|1|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,g0|S|1|1,g0|S|1|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,g0|S|1|1,g0|S|1|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,g0|S|1|1,g0|S|1|1,1
1,0,0,0,0,o|H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,g8|S|0|1,g8|S|0|1,g8|S|0|1,g8|S|0|1,1,g0|S|1|1,g0|S|1|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,g8|S|0|1,g8|S|0|1,g8|S|0|1,g8|S|0|1,1,g0|S|1|1,g0|S|1|1,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,g3|N|1|0,g3|N|1|0,g3|N|1|0,g3|N|1|0,1,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,1,g0|S|1|1,g0|S|1|1,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,g6|S|1|0,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,g5|N|0|1,0,0,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g1|S|0|0,g1|S|0|0,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|S|0|0,g1|S|0|0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|S|0|0,g1|S|0|0,0
1,g9|S|1|1,g9|S|1|1,g9|S|1|1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|S|0|0,g1|S|0|0,0
1,g9|S|1|1,g9|S|1|1,g9|S|1|1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|S|0|0,g1|S|0|0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g4|N|1|0,g4|N|1|0,g4|N|1|0,g4|N|1|0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g4|N|1|0,g4|N|1|0,g4|N|1|0,g4|N|1|0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g4|N|1|0,g4|N|1|0,g4|N|1|0,g4|N|1|0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
