1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,g7|N|1|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,g4|N|1|0,g4|N|1|0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,g9|N|1|0,g9|N|1|0,1,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,g4|N|1|0,g4|N|1|0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,g9|N|1|0,g9|N|1|0,1,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,0,1,1,1,1,1,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,0,1,1,1,1,1,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,g5|N|0|1,g5|N|0|1,1,1,1,1,1,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,g5|N|0|1,g5|N|0|1,0,1,1,1,1,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,1,1,1,1,g10|N|0|1,g10|N|0|1,1,1,1,1,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,g5|N|0|1,g5|N|0|1,0,0,0,0,0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,0,0,0,0,g10|N|0|1,g10|N|0|1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,g5|N|0|1,g5|N|0|1,0,0,0,0,0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,0,0,0,0,g10|N|0|1,g10|N|0|1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,o|L,0,0,g5|N|0|1,g5|N|0|1,0,0,0,0,0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,0,0,0,0,g10|N|0|1,g10|N|0|1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,g5|N|0|1,g5|N|0|1,0,0,0,0,0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,g6|S|0|0,0,0,0,0,g10|N|0|1,g10|N|0|1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,g5|N|0|1,g5|N|0|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g10|N|0|1,g10|N|0|1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g10|N|0|1,g10|N|0|1,0,0,0,0,g2|S|0|0,g2|S|0|0,g2|S|0|0,g2|S|0|0,g2|S|0|0,g2|S|0|0,g2|S|0|0,g2|S|0|0,1
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g10|N|0|1,g10|N|0|1,0,0,0,0,g2|S|0|0,g2|S|0|0,g2|S|0|0,g2|S|0|0,g2|S|0|0,g2|S|0|0,g2|S|0|0,g2|S|0|0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,g8|N|1|0,g8|N|1|0,g8|N|1|0,g8|N|1|0,g8|N|1|0,g8|N|1|0,g8|N|1|0,1,1,1,1,1,1,1,1,1,1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,g8|N|1|0,g8|N|1|0,g8|N|1|0,g8|N|1|0,g8|N|1|0,g8|N|1|0,g8|N|1|0,1,1,1,1,1,1,1,1,1,1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,1
