1,1,g1|N|1|1,g1|N|1|1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g2|N|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
1,1,g4|N|0|1,g4|N|0|1,g4|N|0|1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,g7|N|1|1,g7|N|1|1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,g17|S|1|1,g17|S|1|1,1,1
1,1,0,0,0,1,0,0,0,0,g18|N|1|1,0,1,0,0,0,1,g14|S|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g8|N|1|1,1
1,1,0,0,0,1,0,0,0,0,g18|N|1|1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,1
1,1,0,0,0,1,0,0,0,0,g18|N|1|1,0,1,0,0,0,1,1,g9|N|0|1,g9|N|0|1,g9|N|0|1,1,1,1,1,1,g12|S|0|0,1,1,1,g13|N|0|0,1,1,1,0,0,0,0,1,1
1,1,0,0,0,1,1,1,1,1,g19|N|0|0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,g12|S|0|0,1,1,1,g13|N|0|0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,g19|N|0|0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,g12|S|0|0,1,1,1,g13|N|0|0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,g19|N|0|0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,g12|S|0|0,1,1,1,g13|N|0|0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,g19|N|0|0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,g12|S|0|0,1,1,1,g13|N|0|0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,g19|N|0|0,0,1,0,0,0,1,1,0,0,0,1,o|R,0,0,0,g12|S|0|0,1,1,1,g13|N|0|0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,g19|N|0|0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,g12|S|0|0,1,1,1,g13|N|0|0,1,1,1,0,0,0,0,1,1
1,1,0,0,0,1,0,o|L,0,0,g19|N|0|0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,g11|N|1|1,1,1,1,g10|N|1|1,0,0,1,0,0,0,0,1,1
1,1,0,0,0,1,1,1,1,1,g19|N|0|0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
g0|N|1|1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,g6|N|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g16|S|1|1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,g3|N|1|1,g3|N|1|1,1,1,g15|S|1|1,g15|S|1|1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g5|N|1|1,g5|N|1|1,g5|N|1|1,1,1
