1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,g1|N|1|1,g1|N|1|1,0,0,0,0,0,g2|N|1|1,g2|N|1|1,0,0,0,0,0,0,g3|N|1|1,g3|N|1|1,0,0,0,0,0,0,0,0,0,g4|N|1|1,g4|N|1|1,0,0,1
0,0,0,0,0,0,0,0,0,g1|N|1|1,g1|N|1|1,0,0,0,0,0,g2|N|1|1,g2|N|1|1,0,0,0,0,0,0,g3|N|1|1,g3|N|1|1,0,0,0,0,0,0,0,0,0,g4|N|1|1,g4|N|1|1,0,0,1
0,0,0,0,0,0,0,0,0,g1|N|1|1,g1|N|1|1,0,0,0,0,0,g2|N|1|1,g2|N|1|1,0,0,0,0,0,0,g3|N|1|1,g3|N|1|1,0,0,0,0,0,0,0,0,0,g4|N|1|1,g4|N|1|1,0,0,1
0,0,0,0,0,0,0,0,0,g1|N|1|1,g1|N|1|1,0,0,0,0,0,g2|N|1|1,g2|N|1|1,0,0,0,0,0,0,g3|N|1|1,g3|N|1|1,0,0,0,0,0,0,0,0,0,g4|N|1|1,g4|N|1|1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,g6|N0|0,g6|N0|0,0,0,1
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,1,1,1,1,1,g4|N|0|0,g4|N|0|0,1,1,1,1,1,1,g5|N|0|0,g5|N|0|0,1,1,1,1,1,1,1,1,1,g6|N0|0,g6|N0|0,0,0,1
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,1,1,1,1,1,g4|N|0|0,g4|N|0|0,1,1,1,1,1,1,g5|N|0|0,g5|N|0|0,1,1,1,1,1,1,1,1,1,g6|N0|0,g6|N0|0,0,0,1
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,g6|N0|0,g6|N0|0,0,0,1
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,g6|N0|0,g6|N0|0,0,0,1
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,g6|N0|0,g6|N0|0,0,0,0
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,g6|N0|0,g6|N0|0,0,0,0
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,g6|N0|0,g6|N0|0,0,0,0
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,g6|N0|0,g6|N0|0,0,0,0
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,g6|N0|0,g6|N0|0,0,0,0
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,g6|N0|0,g6|N0|0,0,0,0
1,0,0,0,0,0,0,0,0,g0|N|0|0,g0|N|0|0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,g6|N0|0,g6|N0|0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
