1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,g2|N|1|1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g1|N|1|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|1,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|1,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,g5|N|0|0,g5|N|0|0,g5|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|1,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|1,1
1,1,1,1,1,g4|N|0|0,g4|N|0|0,g4|N|0|0,g4|N|0|1,g4|N|0|2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|1,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|1,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|1,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,g0|N|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,g0|N|1|1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,g3|N|1|1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
