1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,g0|S|0|1,g0|S|0|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g0|S|0|1,g0|S|0|1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g2|S|0|1,g2|S|0|1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g2|S|0|1,g2|S|0|1,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g3|N|1|0,g3|N|1|0,1,1,1,1,1,0,0,0
1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,g7|S|1|1,g7|S|1|1,0,0,0,0,g3|N|1|0,g3|N|1|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,g3|N|1|0,g3|N|1|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,g4|N|0|0,g4|N|0|0,0,0,0,0,g3|N|1|0,g3|N|1|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,g9|N|1|0,g9|N|1|0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,g4|N|0|0,g4|N|0|0,1,1,1,1,g20|S|0|0,g20|S|0|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,g9|N|1|0,g9|N|1|0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,g4|N|0|0,g4|N|0|0,1,1,1,1,g20|S|0|0,g20|S|0|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,g9|N|1|0,g9|N|1|0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,g15|S|1|1,g15|S|1|1,1,1,g4|N|0|0,g4|N|0|0,1,1,1,1,g20|S|0|0,g20|S|0|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,g9|N|1|0,g9|N|1|0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,g15|S|1|1,g15|S|1|1,1,1,g4|N|0|0,g4|N|0|0,1,1,1,1,g20|S|0|0,g20|S|0|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,g9|N|1|0,g9|N|1|0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,g15|S|1|1,g15|S|1|1,1,1,g4|N|0|0,g4|N|0|0,1,1,1,1,g20|S|0|0,g20|S|0|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,0,0,1,g10|S|1|1,g10|S|1|1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,g4|N|0|0,g4|N|0|0,1,1,1,1,g20|S|0|0,g20|S|0|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,g20|S|0|0,g20|S|0|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,0,0,1,1,1,0,0,1,1,g12|N|1|0,g12|N|1|0,g12|N|1|0,g12|N|1|0,1,1,1,0,0,1,1,0,0,1,1,1,1,g20|S|0|0,g20|S|0|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,0,0,1,1,1,0,0,1,1,1,g14|S|0|0,g14|S|0|0,1,1,1,1,0,0,1,1,g6|N|1|1,g6|N|1|1,1,1,1,1,g20|S|0|0,g20|S|0|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,1,1,1,g8|N|0|0,g8|N|0|0,1,1,1,0,0,1,1,1,g14|S|0|0,g14|S|0|0,1,1,1,1,g16|S|0|0,g16|S|0|0,1,1,1,1,1,1,1,1,g20|S|0|0,g20|S|0|0,1,1,1,1,1,g1|N|1|0,g1|N|1|0,1
1,0,0,0,g8|N|0|0,g8|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g16|S|0|0,g16|S|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|0,g1|N|1|0,1
1,o|R,0,0,g8|N|0|0,g8|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g16|S|0|0,g16|S|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|0,g1|N|1|0,1
1,0,0,0,g8|N|0|0,g8|N|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g16|S|0|0,g16|S|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|1|0,g1|N|1|0,1
1,1,1,1,g13|N|1|1,g13|N|1|1,1,1,1,g11|S|1|1,g11|S|1|1,1,1,1,1,1,1,1,1,1,g17|N|1|1,g17|N|1|1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
