1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g16|N|1|1,g16|N|1|1,g16|N|1|1,g16|N|1|1,g16|N|1|1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,1,0,0,g0|N|1|1,1,g18|N|1|0,0,0,0,0,0,0,0,0,0,0,g14|N|0|0,g14|N|0|0,g14|N|0|0,g14|N|0|0,g14|N|0|0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,0,0,0,g0|N|1|1,1,g18|N|1|0,0,0,0,0,0,0,0,0,0,0,g14|N|0|0,g14|N|0|0,g14|N|0|0,g14|N|0|0,g14|N|0|0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g1|N|0|0,g1|N|0|0,0,0,o|R,g0|N|1|1,1,g18|N|1|0,0,0,0,0,0,0,0,0,0,0,g14|N|0|0,g14|N|0|0,g14|N|0|0,g14|N|0|0,g14|N|0|0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,g18|N|1|0,0,0,0,0,0,0,0,0,0,0,g14|N|0|0,g14|N|0|0,g14|N|0|0,g14|N|0|0,g14|N|0|0,0
1,1,1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,0,0,0,0,0,0,0,0,1,1,1,1,1,g18|N|1|0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1,1,1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,0,0,0,0,0,0,0,0,g4|S|1|0,g4|S|1|0,g4|S|1|0,g4|S|1|0,1,g18|N|1|0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
1,1,1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,0,0,0,0,0,0,0,0,g4|S|1|0,g4|S|1|0,g4|S|1|0,g4|S|1|0,1,g18|N|1|0,g17|S|0|0,g17|S|0|0,g17|S|0|0,g17|S|0|0,g17|S|0|0,g17|S|0|0,0,0,0,0,0,0,0,0,0,1
1,1,1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,g3|S|0|1,0,0,0,0,0,0,0,0,g4|S|1|0,g4|S|1|0,g4|S|1|0,g4|S|1|0,1,g18|N|1|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,g18|N|1|0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
1,o|R,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,g13|N|1|0,g13|N|1|0,g13|N|1|0,g13|N|1|0,g13|N|1|0,1
1,0,0,1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,g8|S|0|1,g8|S|0|1,1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,g9|S|1|0,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,0,0,0,0,0,0,0,1,g11|N|0|0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,,0,g9|S|1|0,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,0,0,0,0,0,0,0,0,g11|N|0|0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,g9|S|1|0,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,g10|N|0|1,0,0,0,0,0,0,0,0,g11|N|0|0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,g7|S|1|0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,g15|N|1|0,g15|N|1|0,g15|N|1|0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,g12|N|1|1,g12|N|1|1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
